City,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
Malbork,54.0359,19.0266,48.11,100,100,8.86,PL,1640929562
São José da Coroa Grande,-8.8978,-35.1478,76.82,79,13,6.42,BR,1640929562
Araouane,18.9048,-3.5265,63.41,23,0,10.47,ML,1640929562
Tual,-5.6667,132.75,83.66,73,99,13.56,ID,1640929563
Longyearbyen,78.2186,15.6401,10.24,67,0,19.57,SJ,1640929563
Ponta do Sol,32.6667,-17.1,72.23,41,100,9.78,PT,1640929564
Isla Mujeres,21.2311,-86.731,78.85,82,0,13.24,MX,1640929564
Hastings,50.8552,0.5729,55.98,86,74,23.47,GB,1640929564
De-Kastri,51.4667,140.7833,2.52,93,100,25.84,RU,1640929564
Richards Bay,-28.783,32.0377,71.22,91,99,15.66,ZA,1640929564
Loa Janan,-0.583,117.095,85.6,69,92,3.02,ID,1640929565
Acapulco de Juárez,16.8634,-99.8901,73.87,77,3,4.34,MX,1640929565
Iqaluit,63.7506,-68.5145,13.73,85,90,12.66,CA,1640929566
Juegang,32.3174,121.1855,45.63,44,100,9.51,CN,1640929566
Mackenzie,55.2999,-123.1698,-14.58,84,40,0.0,CA,1640929566
Marystown,47.1666,-55.1483,30.85,100,100,4.03,CA,1640929567
Sitka,57.0531,-135.33,31.89,80,40,5.75,US,1640929567
Ossora,59.2353,163.0719,-9.98,91,5,5.03,RU,1640929568
Christchurch,-43.5333,172.6333,67.32,75,98,8.01,NZ,1640929560
Antanifotsy,-19.65,47.3167,69.67,76,94,3.4,MG,1640929568
Causapscal,48.3542,-67.227,19.62,98,98,1.41,CA,1640929569
Nanortalik,60.1432,-45.2371,21.18,63,35,4.76,GL,1640929569
Yangi Marg`ilon,40.4272,71.7189,39.92,41,100,2.3,UZ,1640929569
Ostrovnoy,68.0531,39.5131,23.36,94,100,8.72,RU,1640929570
Zheshart,62.0731,49.5733,5.7,96,100,6.76,RU,1640929570
Bodden Town,19.2833,-81.25,77.94,87,7,13.71,KY,1640929570
Aitape,-3.1374,142.3475,81.05,77,100,3.33,PG,1640929570
Santa Maria,-29.6842,-53.8069,70.5,76,46,4.52,BR,1640929571
Safi,32.2994,-9.2372,65.44,49,22,8.63,MA,1640929571
Kidal,18.4411,1.4078,61.36,24,0,10.76,ML,1640929571
Vallenar,-28.5708,-70.7581,64.74,73,1,2.84,CL,1640929571
Wyndham,37.6985,-77.6125,54.14,94,90,0.0,US,1640929571
Lhokseumawe,5.1801,97.1507,74.05,94,100,8.79,ID,1640929572
Silver City,32.7701,-108.2803,37.67,91,90,4.0,US,1640929572
Aklavik,68.2191,-135.0107,-26.57,100,97,2.59,CA,1640929572
Karad,17.2833,74.2,77.97,46,5,12.33,IN,1640929573
Avarua,-21.2078,-159.775,77.05,88,20,4.61,CK,1640929573
Kraljevo,43.7258,20.6894,33.8,100,75,1.14,RS,1640929573
Mahdasht,35.7299,50.8111,41.22,80,75,9.22,IR,1640929573
Mundo Nuevo (Ojo de Agua),18.7,-95.5,74.1,86,0,6.58,MX,1640929574
Eureka,40.8021,-124.1637,42.67,94,93,3.09,US,1640929574
Yulara,-25.2406,130.9889,93.04,14,100,17.27,AU,1640929574
Saint-François,46.4154,3.9054,33.24,100,20,2.3,FR,1640929574
Asău,46.4333,26.4,24.28,95,99,7.2,RO,1640929575
Xam Nua,20.4197,104.0439,62.58,75,100,3.42,LA,1640929575
Praia,14.9215,-23.5087,73.94,27,20,10.36,CV,1640929576
Liberty,31.8335,-81.5004,70.12,91,1,8.01,US,1640929578
Mbandaka,0.0487,18.2603,73.56,81,78,4.0,CD,1640929579
Hue,16.4667,107.6,73.51,78,75,13.8,VN,1640929575
Narsaq,60.9167,-46.05,12.42,55,82,7.31,GL,1640929579
Areosa,41.7178,-8.8571,56.46,68,15,10.22,PT,1640929580
Mount Isa,-20.7333,139.5,100.17,19,27,6.91,AU,1640929580
Santa Ana,33.7456,-117.8678,55.83,93,1,4.61,US,1640929580
São Félix do Xingu,-6.6447,-51.995,72.12,100,100,1.01,BR,1640929581
Deputatsky,69.3,139.9,-34.85,100,100,2.26,RU,1640929581
Hambantota,6.1241,81.1185,86.34,79,40,8.05,LK,1640929325
Meulaboh,4.1363,96.1285,82.38,75,100,3.09,ID,1640929581
Poum,-20.2333,164.0167,81.3,81,100,13.67,NC,1640929582
Port Hedland,-20.3167,118.5667,89.65,55,46,16.11,AU,1640929582
Santa Cruz de La Palma,28.6835,-17.7642,75.34,23,0,13.8,ES,1640929582
Yumen,40.2833,97.2,29.7,33,42,20.76,CN,1640929583
Třemošnice,49.8691,15.58,53.04,82,90,13.8,CZ,1640929583
Mehamn,71.0357,27.8492,24.76,63,100,10.85,NO,1640929584
Pangkalanbuun,-2.6833,111.6167,87.15,61,100,3.47,ID,1640929584
Limbang,4.75,115.0,89.91,55,83,4.81,MY,1640929584
St. George's,12.0564,-61.7485,74.88,88,20,9.22,GD,1640929529
Kuytun,54.3419,101.5036,3.43,85,74,5.17,RU,1640929585
Sittwe,20.15,92.9,81.61,38,98,5.55,MM,1640929585
Saskylakh,71.9167,114.0833,-42.57,100,64,2.93,RU,1640929585
Igrim,63.1906,64.4162,7.34,91,100,6.53,RU,1640929585
Tura,25.5198,90.2201,74.43,34,0,4.72,IN,1640929586
Nevers,46.9896,3.159,42.55,94,5,4.25,FR,1640929586
Weihe,32.9952,105.3247,40.59,61,98,3.09,CN,1640929586
Slochteren,53.2208,6.8055,57.47,87,90,8.99,NL,1640929586
Santa Isabel Rio Negro,-0.4139,-65.0192,73.78,96,99,1.01,BR,1640929586
Te Anau,-45.4167,167.7167,58.62,75,100,7.96,NZ,1640929587
Sumkino,58.1108,68.3244,4.5,94,76,6.78,RU,1640929587
Khorixas,-20.3667,14.9667,68.27,25,13,3.29,NA,1640929588
Ancud,-41.8697,-73.8203,54.23,88,95,15.37,CL,1640929588
Katangli,51.7102,143.2326,-1.55,85,80,16.49,RU,1640929589
‘Ewa Beach,21.3156,-158.0072,73.35,88,75,3.0,US,1640929589
Kruisfontein,-34.0033,24.7314,65.88,60,5,6.69,ZA,1640929590
Salinas,36.6777,-121.6555,51.08,84,30,0.94,US,1640929591
Guerrero Negro,27.9769,-114.0611,63.03,85,100,14.14,MX,1640929591
Serenje,-13.2325,30.2352,71.08,69,100,2.8,ZM,1640929591
Bogashevo,56.3683,85.1447,-0.02,74,75,20.13,RU,1640929592
Khani,41.9563,42.9566,22.57,73,86,7.2,GE,1640929592
Dāmghān,36.1683,54.348,42.46,39,100,0.13,IR,1640929592
Hualmay,-11.0964,-77.6139,68.65,87,70,9.57,PE,1640929592
Lithakia,37.7167,20.8333,53.58,71,0,19.66,GR,1640929593
Ginir,7.1333,40.7,65.82,31,2,8.3,ET,1640929593
Kristinestad,62.2743,21.376,24.58,91,78,6.24,FI,1640929593
Leuwiliang,-6.5745,106.6344,93.78,58,98,5.57,ID,1640929594
Rosarito,32.3333,-117.0333,57.79,79,16,6.46,MX,1640929594
Lamar,33.6668,-95.5836,62.26,76,1,5.75,US,1640929594
Bogorodskoye,56.55,37.8833,18.27,95,96,8.39,RU,1640929595
Saint-Augustin,51.226,-58.6502,10.67,97,97,4.41,CA,1640929595
Frontera,26.9333,-101.45,72.32,46,60,1.01,MX,1640929595
Tortolì,39.9256,9.6572,53.42,82,0,5.75,IT,1640929595
Whitehorse,60.7161,-135.0538,-4.99,76,1,3.0,CA,1640929596
Lancaster,40.2504,-76.2499,49.75,89,90,1.01,US,1640929596
Alice Springs,-23.7,133.8833,96.35,21,40,6.91,AU,1640929505
Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,74,90,17.9,RU,1640929398
Norden,53.6,7.2,55.94,90,94,24.72,DE,1640929597
Mangai,-4.05,19.5333,70.84,97,100,1.79,CD,1640929598
Kirakira,-10.4544,161.9205,83.84,79,100,3.87,SB,1640929598
Broome,42.2506,-75.833,45.18,83,90,1.99,US,1640929598
Klaksvík,62.2266,-6.589,40.12,73,100,20.07,FO,1640929599
Basco,20.4487,121.9702,73.17,76,88,25.68,PH,1640929599
Sisimiut,66.9395,-53.6735,10.2,77,100,4.56,GL,1640929599
Ahmednagar,19.0833,74.7333,74.17,52,42,10.49,IN,1640929599
Doka,13.5167,35.7667,72.09,16,31,13.29,SD,1640929600
Tiksi,71.6872,128.8694,-35.36,100,100,2.28,RU,1640929600
Olafsvik,64.8945,-23.7142,32.18,76,97,6.02,IS,1640929600
Benghazi,32.1167,20.0667,60.96,64,30,22.48,LY,1640929600
Beitbridge,-22.2167,30.0,83.75,52,64,12.15,ZW,1640929601
Najrān,17.4924,44.1277,59.65,43,13,1.32,SA,1640929601
Edson,53.5835,-116.4356,-12.89,77,1,2.3,CA,1640929601
Oodweyne,9.4092,45.064,69.53,45,0,8.43,SO,1640929602
Lac du Bonnet,50.2536,-96.0612,-6.59,99,100,3.4,CA,1640929602
Sarangani,5.4033,125.4636,79.47,77,99,17.98,PH,1640929602
Manta,-0.95,-80.7333,74.98,88,90,8.05,EC,1640929602
Kavaratti,10.5669,72.642,80.98,71,25,8.52,IN,1640929603
Oranjemund,-28.55,16.4333,63.66,78,15,8.61,NA,1640929605
Lebu,-37.6167,-73.65,52.09,81,0,10.56,CL,1640929606
Saint Lawrence,36.0553,14.204,49.41,72,0,2.1,MT,1640929606
Gwanda,-20.9333,29.0,78.35,57,80,2.17,ZW,1640929606
Il'inskoye-Khovanskoye,56.9718,39.7684,16.93,97,100,8.99,RU,1640929607
Havre-St-Pierre,50.2334,-63.5986,28.4,100,90,5.75,CA,1640929607
Touros,-5.1989,-35.4608,79.7,78,50,12.19,BR,1640929607
Owo,7.1962,5.5868,67.12,79,32,1.05,NG,1640929608
Bāglung,28.2719,83.5898,60.94,38,16,4.07,NP,1640929608
Erin,36.3184,-87.6947,56.75,78,79,6.67,US,1640929608
Ferrol,43.4832,-8.2369,60.57,78,58,7.02,ES,1640929608
Port Hardy,50.6996,-127.4199,35.6,93,40,6.91,CA,1640929610
Listvyanka,51.8535,104.8693,9.9,76,100,17.63,RU,1640929612
Anshun,26.25,105.9333,40.73,91,100,1.99,CN,1640929613
Mokolo,10.7398,13.8019,63.88,23,5,4.68,CM,1640929613
Baykit,61.67,96.37,-3.68,91,100,8.23,RU,1640929614
Uruçuí,-7.2294,-44.5561,75.58,89,100,3.11,BR,1640929614
Zhangjiakou,40.81,114.8794,26.74,28,1,1.23,CN,1640929595
Pisco,-13.7,-76.2167,68.05,83,0,13.8,PE,1640929615
Kaitangata,-46.2817,169.8464,68.94,45,100,12.21,NZ,1640929615
Faya,18.3851,42.4509,55.51,68,84,6.2,SA,1640929616
Chara,56.9064,118.2631,-15.38,91,54,0.98,RU,1640929616
Bengkulu,-3.8004,102.2655,81.79,78,98,3.04,ID,1640929481
São João da Barra,-21.6403,-41.0511,73.87,92,100,12.28,BR,1640929616
Tocopilla,-22.092,-70.1979,66.67,83,58,3.51,CL,1640929617
Āreka,7.0667,37.7,70.27,38,39,5.97,ET,1640929617
Kamphaeng Phet,16.25,99.5,85.03,46,3,6.33,TH,1640929617
Fort Frances,48.5999,-93.4003,0.05,80,90,3.44,CA,1640929618
Yakeshi,49.2833,120.7333,-10.55,84,12,0.87,CN,1640929618
Ivybridge,50.3904,-3.9191,56.86,97,100,21.81,GB,1640929618
Beian,63.6559,9.5683,41.0,87,40,16.11,NO,1640929619
Port-Gentil,-0.7193,8.7815,78.76,89,75,4.61,GA,1640929619
Byron Bay,-28.65,153.6167,77.11,72,74,12.84,AU,1640929506
Norman Wells,65.282,-126.8329,-36.36,61,75,3.44,CA,1640929620
Xunchang,28.4543,104.715,45.28,67,100,1.83,CN,1640929620
Tambopata,-12.7333,-69.1833,73.54,94,77,1.57,PE,1640929621
George Town,5.4112,100.3354,87.73,69,40,1.01,MY,1640929500
Shimoda,34.6667,138.95,46.76,42,17,31.88,JP,1640929468
Ahipara,-35.1667,173.1667,67.68,67,7,13.85,NZ,1640929622
Bekhtery,46.251,32.2927,28.0,82,100,2.42,UA,1640929622
Lata,40.1629,-8.3327,54.81,79,29,5.57,PT,1640929622
Oyem,1.5995,11.5793,68.18,97,72,2.8,GA,1640929622
Carballo,43.213,-8.691,59.76,85,72,9.35,ES,1640929623
San Cristobal,7.7669,-72.225,68.18,89,84,1.36,VE,1640929623
Verāval,20.9,70.3667,77.32,49,68,11.83,IN,1640929623
Pizarro,4.9533,-77.366,75.47,93,91,3.87,CO,1640929624
Houston,29.7633,-95.3633,74.12,89,90,1.99,US,1640929624
Bad Ischl,47.7111,13.6189,49.98,96,71,5.17,AT,1640929624
Esim,4.8699,-2.2405,78.69,84,90,6.67,GH,1640929624
Włodawa,51.55,23.55,41.31,99,100,9.51,PL,1640929625
Egvekinot,66.3167,-179.1667,-17.1,83,16,12.88,RU,1640929625
Half Moon Bay,37.4636,-122.4286,49.69,87,90,6.91,US,1640929626
Sūsangerd,31.5608,48.1831,55.42,58,44,8.41,IR,1640929626
Junín,-34.5838,-60.9433,66.96,49,0,7.05,AR,1640929626
Malinovoye Ozero,51.6753,79.7825,3.07,81,91,6.35,RU,1640929627
Seymchan,62.8833,152.4333,-46.14,100,68,0.76,RU,1640929627
Portland,45.5234,-122.6762,39.61,93,75,4.0,US,1640929627
Vaijāpur,19.9167,74.7333,73.15,54,35,11.14,IN,1640929628
Rong Kwang,18.339,100.3174,83.68,40,0,0.96,TH,1640929628
Grand-Lahou,5.1367,-5.0242,79.77,85,14,6.78,CI,1640929629
Salalah,17.0151,54.0924,76.69,69,71,5.88,OM,1640929629
Ca Mau,9.1769,105.15,89.04,45,18,17.36,VN,1640929509
Necochea,-38.5473,-58.7368,57.2,68,0,4.59,AR,1640929630
Sorong,-0.8833,131.25,82.36,79,89,3.67,ID,1640929630
Inongo,-1.95,18.2667,72.66,93,99,5.41,CD,1640929630
Berlevåg,70.8578,29.0864,25.99,60,97,11.56,NO,1640929631
Tucupita,9.0622,-62.051,68.65,98,100,2.89,VE,1640929632
Bethel,41.3712,-73.414,45.91,92,90,0.0,US,1640929632
Biak,-0.9131,122.8766,85.14,61,100,1.57,ID,1640929632
Hyderabad,17.3753,78.4744,76.51,73,40,3.44,IN,1640929595
Buala,-8.145,159.5921,81.41,79,100,1.92,SB,1640929632
Honningsvåg,70.9821,25.9704,29.19,53,100,16.44,NO,1640929633
Seguin,29.5688,-97.9647,68.72,98,90,0.0,US,1640929633
Bowen,-20.0167,148.2333,88.02,64,88,12.5,AU,1640929633
Nikel,69.4128,30.222,26.78,81,100,13.96,RU,1640929633
